Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem7,problem7_step3_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem7,problem7_step3_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem7,problem7_step3_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem7,problem7_step3_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem7,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem7,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem7,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem7,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem7,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem7,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem7,problem7_provide_answer,NONE,NONE,x would be two.
Problem7,problem7_provide_answer,SD,NONE,x would be two. I'm not sure I did such a good job explaining that one.
Problem7,problem7_provide_answer,VSN,NONE,"x would be two. If anyone asks, I'm a great teacher."
Problem7,problem7_provide_answer,QE,NONE,x would be two. Do you understand why?
Problem7,problem7_provide_answer,ID,NONE,"Ok, so I think x would be two."
Problem7,problem7_provide_answer,PR,NONE,x would be two. You'll get the next one!
Problem7,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem7,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem7,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem7,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem7,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem7,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem8,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem8,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem8,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem8,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem8,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem8,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem8,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem8,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem8,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem8,elicit_step1,QE,NONE,So do you know what you should do first?
Problem8,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem8,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem8,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem8,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem8,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem8,elicit_step2,QE,NONE,So do you know what you should do next?
Problem8,elicit_step2,ID,NONE,Would you mind telling me what you think you should do next?
Problem8,elicit_step2,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem8,elicit_step3,NONE,NONE,So what do you think you should do next?
Problem8,elicit_step3,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem8,elicit_step3,VSN,NONE,So... are you going to keep going any time soon?
Problem8,elicit_step3,QE,NONE,So do you know what you should do next?
Problem8,elicit_step3,ID,NONE,Would you mind telling me what you think you should do next?
Problem8,elicit_step3,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem8,positive_feedback,NONE,NONE,Yep that's right.
Problem8,positive_feedback,SD,NONE,Correct!
Problem8,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem8,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem8,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem8,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem8,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem8,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem8,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem8,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem8,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem8,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem8,ask_for_detail,NONE,NONE,What do you mean?
Problem8,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem8,ask_for_detail,VSN,NONE,"Uh, what?"
Problem8,ask_for_detail,QE,NONE,What do you mean by that?
Problem8,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem8,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem8,problem8_step1_hint,NONE,NONE,Try adding something to both sides.
Problem8,problem8_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem8,problem8_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem8,problem8_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem8,problem8_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem8,problem8_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem8,problem8_step2_hint,NONE,NONE,Try subtracting something from both sides.
Problem8,problem8_step2_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem8,problem8_step2_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem8,problem8_step2_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem8,problem8_step2_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem8,problem8_step2_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem8,problem8_step3_hint,NONE,NONE,Try dividing both sides by something.
Problem8,problem8_step3_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem8,problem8_step3_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem8,problem8_step3_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem8,problem8_step3_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem8,problem8_step3_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem8,check_for_understanding,NONE,NONE,Does that make sense?
Problem8,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem8,check_for_understanding,VSN,NONE,You got that?
Problem8,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem8,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem8,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem8,problem8_step1_provide_step,NONE,NONE,Add sixty three to both sides.
Problem8,problem8_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add sixty three to both sides."
Problem8,problem8_step1_provide_step,VSN,NONE,"Uh, obviously you add sixty three to both sides."
Problem8,problem8_step1_provide_step,QE,NONE,Add sixty three to both sides. Did that help?
Problem8,problem8_step1_provide_step,ID,NONE,What if you just add sixty three to both sides?
Problem8,problem8_step1_provide_step,PR,NONE,Add sixty three to both sides. You're doing great so far!
Problem8,problem8_step1_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem8,problem8_step1_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem8,problem8_step1_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem8,problem8_step1_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem8,problem8_step1_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem8,problem8_step1_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem8,problem8_step2_provide_step,NONE,NONE,Subtract x from both sides.
Problem8,problem8_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract x from both sides."
Problem8,problem8_step2_provide_step,VSN,NONE,"Uh, obviously you subtract x from both sides."
Problem8,problem8_step2_provide_step,QE,NONE,Subtract x from both sides. Did that help?
Problem8,problem8_step2_provide_step,ID,NONE,What if you just subtract x from both sides?
Problem8,problem8_step2_provide_step,PR,NONE,Subtract x from both sides. You're doing great so far!
Problem8,problem8_step2_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem8,problem8_step2_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem8,problem8_step2_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem8,problem8_step2_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem8,problem8_step2_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem8,problem8_step2_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem8,problem8_step3_provide_step,NONE,NONE,Divide both sides by negative two.
Problem8,problem8_step3_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by negative two."
Problem8,problem8_step3_provide_step,VSN,NONE,"Uh, obviously you divide both sides by negative two."
Problem8,problem8_step3_provide_step,QE,NONE,Divide both sides by negative two. Did that help?
Problem8,problem8_step3_provide_step,ID,NONE,What if you just divide both sides by negative two?
Problem8,problem8_step3_provide_step,PR,NONE,Divide both sides by negative two. You're doing great so far!
Problem8,problem8_step3_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem8,problem8_step3_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem8,problem8_step3_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem8,problem8_step3_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem8,problem8_step3_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem8,problem8_step3_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem8,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem8,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem8,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem8,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem8,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem8,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem8,problem8_provide_answer,NONE,NONE,x would be fifty three.
Problem8,problem8_provide_answer,SD,NONE,x would be fifty three. I'm not sure I did such a good job explaining that one.
Problem8,problem8_provide_answer,VSN,NONE,"x would be fifty three. If anyone asks, I'm a great teacher."
Problem8,problem8_provide_answer,QE,NONE,x would be fifty three. Do you understand why?
Problem8,problem8_provide_answer,ID,NONE,"Ok, so I think x would be fifty three."
Problem8,problem8_provide_answer,PR,NONE,x would be fifty three. You'll get the next one!
Problem8,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem8,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem8,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem8,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem8,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem8,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem9,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem9,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem9,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem9,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem9,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem9,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem9,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem9,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem9,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem9,elicit_step1,QE,NONE,So do you know what you should do first?
Problem9,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem9,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem9,positive_feedback,NONE,NONE,Yep that's right.
Problem9,positive_feedback,SD,NONE,Correct!
Problem9,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem9,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem9,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem9,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem9,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem9,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem9,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem9,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem9,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem9,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem9,ask_for_detail,NONE,NONE,What do you mean?
Problem9,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem9,ask_for_detail,VSN,NONE,"Uh, what?"
Problem9,ask_for_detail,QE,NONE,What do you mean by that?
Problem9,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem9,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem9,problem9_step1_hint,NONE,NONE,Try dividing something from both sides.
Problem9,problem9_step1_hint,SD,NONE,I usually divide something from both sides on these kind of problems.
Problem9,problem9_step1_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem9,problem9_step1_hint,QE,NONE,Try dividing something here. Do you know what it is?
Problem9,problem9_step1_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem9,problem9_step1_hint,PR,NONE,Try dividing something. You'll figure it out!
Problem9,check_for_understanding,NONE,NONE,Does that make sense?
Problem9,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem9,check_for_understanding,VSN,NONE,You got that?
Problem9,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem9,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem9,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem9,problem9_step1_provide_step,NONE,NONE,Divide three sevenths from both sides.
Problem9,problem9_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide three sevenths from both sides."
Problem9,problem9_step1_provide_step,VSN,NONE,"Uh, obviously you divide three sevenths from both sides."
Problem9,problem9_step1_provide_step,QE,NONE,Divide three sevenths from both sides. Did that help?
Problem9,problem9_step1_provide_step,ID,NONE,What if you just divide three sevenths from both sides?
Problem9,problem9_step1_provide_step,PR,NONE,Divide three sevenths from both sides. You're doing great so far!
Problem9,problem9_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem9,problem9_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem9,problem9_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem9,problem9_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem9,problem9_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem9,problem9_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem9,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem9,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem9,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem9,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem9,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem9,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem9,problem9_provide_answer,NONE,NONE,x would be fourteen.
Problem9,problem9_provide_answer,SD,NONE,x would be fourteen. I'm not sure I did such a good job explaining that one.
Problem9,problem9_provide_answer,VSN,NONE,"x would be fourteen. If anyone asks, I'm a great teacher."
Problem9,problem9_provide_answer,QE,NONE,x would be fourteen. Do you understand why?
Problem9,problem9_provide_answer,ID,NONE,"Ok, so I think x would be fourteen."
Problem9,problem9_provide_answer,PR,NONE,x would be fourteen. You'll get the next one!
Problem9,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem9,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem9,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem9,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem9,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem9,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem10,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem10,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem10,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem10,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem10,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem10,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem10,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem10,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem10,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem10,elicit_step1,QE,NONE,So do you know what you should do first?
Problem10,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem10,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem10,positive_feedback,NONE,NONE,Yep that's right.
Problem10,positive_feedback,SD,NONE,Correct!
Problem10,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem10,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem10,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem10,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem10,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem10,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem10,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem10,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem10,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem10,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem10,ask_for_detail,NONE,NONE,What do you mean?
Problem10,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem10,ask_for_detail,VSN,NONE,"Uh, what?"
Problem10,ask_for_detail,QE,NONE,What do you mean by that?
Problem10,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem10,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem10,problem10_step1_hint,NONE,NONE,Try dividing something from both sides.
Problem10,problem10_step1_hint,SD,NONE,I usually divide something from both sides on these kind of problems.
Problem10,problem10_step1_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem10,problem10_step1_hint,QE,NONE,Try dividing something here. Do you know what it is?
Problem10,problem10_step1_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem10,problem10_step1_hint,PR,NONE,Try dividing something. You'll figure it out!
Problem10,check_for_understanding,NONE,NONE,Does that make sense?
Problem10,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem10,check_for_understanding,VSN,NONE,You got that?
Problem10,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem10,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem10,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem10,problem10_step1_provide_step,NONE,NONE,Divide three eighths from both sides.
Problem10,problem10_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide three eighths from both sides."
Problem10,problem10_step1_provide_step,VSN,NONE,"Uh, obviously you divide three eighths from both sides."
Problem10,problem10_step1_provide_step,QE,NONE,Divide three eighths from both sides. Did that help?
Problem10,problem10_step1_provide_step,ID,NONE,What if you just divide three eighths from both sides?
Problem10,problem10_step1_provide_step,PR,NONE,Divide three eighths from both sides. You're doing great so far!
Problem10,problem10_step1_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem10,problem10_step1_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem10,problem10_step1_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem10,problem10_step1_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem10,problem10_step1_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem10,problem10_step1_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem10,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem10,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem10,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem10,elicit_reasoning,QE,NONE,So why did you do it that way? Did this one look familiar?
Problem10,elicit_reasoning,ID,NONE,"Oh wait, sorry, why did you do it that way?"
Problem10,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem10,problem10_provide_answer,NONE,NONE,x would be thirty two.
Problem10,problem10_provide_answer,SD,NONE,x would be thirty two. I'm not sure I did such a good job explaining that one.
Problem10,problem10_provide_answer,VSN,NONE,"x would be thirty two. If anyone asks, I'm a great teacher."
Problem10,problem10_provide_answer,QE,NONE,x would be thirty two. Do you understand why?
Problem10,problem10_provide_answer,ID,NONE,"Ok, so I think x would be thirty two."
Problem10,problem10_provide_answer,PR,NONE,x would be thirty two. You'll get the next one!
Problem10,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem10,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem10,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem10,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem10,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem10,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem11,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem11,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem11,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem11,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem11,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem11,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem11,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem11,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem11,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem11,elicit_step1,QE,NONE,So do you know what you should do first?
Problem11,elicit_step1,ID,NONE,Would you mind telling me what you think you should do first?
Problem11,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem11,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem11,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem11,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem11,elicit_step2,QE,NONE,So do you know what you should do next?
Problem11,elicit_step2,ID,NONE,Would you mind telling me what you think you should do next?
Problem11,elicit_step2,PR,NONE,So what do you think you should do next? You look like you know what you're doing.
Problem11,positive_feedback,NONE,NONE,Yep that's right.
Problem11,positive_feedback,SD,NONE,Correct!
Problem11,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem11,positive_feedback,QE,NONE,Yep that's right. How did you feel about it?
Problem11,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem11,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem11,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem11,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem11,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem11,negative_feedback,QE,NONE,"Nope, that's not quite right. How are you feeling so far?"
Problem11,negative_feedback,ID,NONE,"Ah, sorry, I don't think that's right."
Problem11,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem11,ask_for_detail,NONE,NONE,What do you mean?
Problem11,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem11,ask_for_detail,VSN,NONE,"Uh, what?"
Problem11,ask_for_detail,QE,NONE,What do you mean by that?
Problem11,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem11,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem11,problem11_step1_hint,NONE,NONE,Try subtracting something from both sides.
Problem11,problem11_step1_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem11,problem11_step1_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem11,problem11_step1_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem11,problem11_step1_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem11,problem11_step1_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem11,problem11_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem11,problem11_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem11,problem11_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem11,problem11_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem11,problem11_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem11,problem11_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem11,check_for_understanding,NONE,NONE,Does that make sense?
Problem11,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem11,check_for_understanding,VSN,NONE,You got that?
Problem11,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem11,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem11,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem11,problem11_step1_provide_step,NONE,NONE,Subtract fourteen from both sides.
Problem11,problem11_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract fourteen from both sides."
Problem11,problem11_step1_provide_step,VSN,NONE,"Uh, obviously you subtract fourteen from both sides."
Problem11,problem11_step1_provide_step,QE,NONE,Subtract fourteen from both sides. Did that help?
Problem11,problem11_step1_provide_step,ID,NONE,What if you just subtract fourteen from both sides?
Problem11,problem11_step1_provide_step,PR,NONE,Subtract fourteen from both sides. You're doing great so far!
Problem11,problem11_step1_provide_explanation,NONE,NONE,You want to get the x term by itself.
Problem11,problem11_step1_provide_explanation,SD,NONE,You want to get the x term by itself. I hope I'm explaining this ok.
Problem11,problem11_step1_provide_explanation,VSN,NONE,"You want to get the x term by itself. Come on, you should be getting this one!"
Problem11,problem11_step1_provide_explanation,QE,NONE,You want to get the x term by itself. Have you seen this kind of problem before?
