Phase,Task_intention,Social_strategy,SSML,Sentence_text
Problem9,restart,ID,NONE,I think we should start this one over.
Problem9,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem9,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem9,check_hint,NONE,NONE,What do you think it should be?
Problem9,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem9,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem9,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem9,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem9,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem9,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem9,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem9,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem9,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem9,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem9,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem9,fraction,NONE,NONE,How do we get rid of that fraction?
Problem9,one_step,NONE,NONE,Try doing one step at a time.
Problem9,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem9,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem9,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem9,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem9,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem9,check_left_side,NONE,NONE,What's on the left side?
Problem9,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem9,check_left_side,PR,NONE,What's on the left side? You got this!
Problem9,check_right_side,NONE,NONE,What's on the right side?
Problem9,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem9,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem9,elicit_step1,NONE,NONE,So what do you think you should do first?
Problem9,elicit_step1,SD,NONE,So what do you think you should do first? Sometimes I don't know how to start these kind of problems.
Problem9,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem9,elicit_step1,ID,NONE,I guess you should try telling me what you think you should do first.
Problem9,elicit_step1,PR,NONE,So what do you think you should do first? You look like you know what you're doing.
Problem9,elicit_step1,RSE,NONE,So what do you think you should do first? This is pretty similar to something we've done before.
Problem9,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem9,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem9,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem9,elicit_step2,ID,NONE,I guess you should try telling me what you think you should do next.
Problem9,elicit_step2,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem9,elicit_step2,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem9,positive_feedback,NONE,NONE,Yep that's right.
Problem9,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem9,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem9,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem9,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem9,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem9,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem9,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem9,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem9,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem9,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem9,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem9,ask_for_detail,NONE,NONE,What do you mean?
Problem9,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem9,ask_for_detail,VSN,NONE,"Uh, what?"
Problem9,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem9,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem9,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem9,problem9_step1_hint,NONE,NONE,Try subtracting something from both sides.
Problem9,problem9_step1_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem9,problem9_step1_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem9,problem9_step1_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem9,problem9_step1_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem9,problem9_step1_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem9,problem9_step1_hint,RSE,NONE,Try subtracting something. Remember that from last time?
Problem9,problem9_step2_hint,NONE,NONE,Try dividing both sides by something.
Problem9,problem9_step2_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem9,problem9_step2_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem9,problem9_step2_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem9,problem9_step2_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem9,problem9_step2_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem9,problem9_step2_hint,RSE,NONE,Try dividing both sides by something. Remember that from last time?
Problem9,check_for_understanding,NONE,NONE,Does that make sense?
Problem9,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem9,check_for_understanding,VSN,NONE,You got that?
Problem9,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem9,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem9,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem9,problem9_step1_provide_step,NONE,NONE,Subtract 18 from both sides.
Problem9,problem9_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract 18 from both sides."
Problem9,problem9_step1_provide_step,VSN,NONE,"Uh, obviously you subtract 18 from both sides."
Problem9,problem9_step1_provide_step,QE,NONE,Subtract 18 from both sides. Did that help?
Problem9,problem9_step1_provide_step,ID,NONE,What if you just subtract 18 from both sides?
Problem9,problem9_step1_provide_step,PR,NONE,Subtract 18 from both sides. You're doing great so far!
Problem9,problem9_step1_provide_explanation,NONE,NONE,You want to get the x term by itself.
Problem9,problem9_step1_provide_explanation,SD,NONE,You want to get the x term by itself. I hope I'm explaining this ok.
Problem9,problem9_step1_provide_explanation,VSN,NONE,"You want to get the x term by itself. Come on, you should be getting this one!"
Problem9,problem9_step1_provide_explanation,QE,NONE,You want to get the x term by itself. Have you seen this kind of problem before?
Problem9,problem9_step1_provide_explanation,ID,NONE,I guess you just want to get the x term by itself.
Problem9,problem9_step1_provide_explanation,PR,NONE,You want to get the x term by itself. You've got this!
Problem9,problem9_step2_provide_step,NONE,NONE,Divide both sides by negative one.
Problem9,problem9_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by negative one."
Problem9,problem9_step2_provide_step,VSN,NONE,"Uh, obviously you divide both sides by negative one."
Problem9,problem9_step2_provide_step,QE,NONE,Divide both sides by negative one. Did that help?
Problem9,problem9_step2_provide_step,ID,NONE,What if you just divide both sides by negative one?
Problem9,problem9_step2_provide_step,PR,NONE,Divide both sides by negative one. You're doing great so far!
Problem9,problem9_step2_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem9,problem9_step2_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem9,problem9_step2_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem9,problem9_step2_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem9,problem9_step2_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem9,problem9_step2_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem9,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem9,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem9,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem9,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem9,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem9,problem9_provide_answer,NONE,NONE,x would be negative five.
Problem9,problem9_provide_answer,SD,NONE,x would be negative five. I'm not sure I did such a good job explaining that one.
Problem9,problem9_provide_answer,VSN,NONE,"x would be negative five. If anyone asks, I'm a great teacher."
Problem9,problem9_provide_answer,QE,NONE,x would be negative five. Do you understand why?
Problem9,problem9_provide_answer,ID,NONE,"Ok, so I think x would be negative five."
Problem9,problem9_provide_answer,PR,NONE,x would be negative five. You'll get the next one!
Problem9,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem9,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem9,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem9,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem9,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem9,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem10,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem10,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem10,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem10,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem10,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem10,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem10,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem10,task_regulation,NONE,NONE,Let's get back on track.
Problem10,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem10,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem10,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem10,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem10,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem10,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem10,acknowledge,NONE,NONE,Yeah
Problem10,partial_correct,NONE,NONE,Close!
Problem10,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem10,partial_correct,VSN,NONE,"Close, but no cigar."
Problem10,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem10,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem10,partial_correct,PR,NONE,Close! You're getting there!
Problem10,next_state_prompt,NONE,NONE,And what would that get you?
Problem10,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem10,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem10,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem10,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem10,repair,NONE,NONE,I'm sorry.
Problem10,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem10,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem10,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem10,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem10,restart,NONE,NONE,Let's start this one over.
Problem10,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem10,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem10,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem10,restart,ID,NONE,I think we should start this one over.
Problem10,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem10,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem10,check_hint,NONE,NONE,What do you think it should be?
Problem10,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem10,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem10,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem10,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem10,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem10,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem10,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem10,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem10,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem10,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem10,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem10,fraction,NONE,NONE,How do we get rid of that fraction?
Problem10,one_step,NONE,NONE,Try doing one step at a time.
Problem10,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem10,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem10,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem10,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem10,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem10,check_left_side,NONE,NONE,What's on the left side?
Problem10,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem10,check_left_side,PR,NONE,What's on the left side? You got this!
Problem10,check_right_side,NONE,NONE,What's on the right side?
Problem10,check_right_side,SD,NONE,What's on the right side? I feel like these can be tricky.
Problem10,check_right_side,PR,NONE,What's on the right side? You're doing great!
Problem10,elicit_step1,NONE,NONE,So how would you start this one?
Problem10,elicit_step1,SD,NONE,So how would you start this one? Sometimes I don't know how to start these kind of problems.
Problem10,elicit_step1,VSN,NONE,So... are you going to start it any time soon?
Problem10,elicit_step1,ID,NONE,So how do you think you would start this one?
Problem10,elicit_step1,PR,NONE,So how would you start this one? You look like you know what you're doing.
Problem10,elicit_step1,RSE,NONE,So how would you start this one? This is pretty similar to something we've done before.
Problem10,elicit_step2,NONE,NONE,So what do you think you should do next?
Problem10,elicit_step2,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem10,elicit_step2,VSN,NONE,So... are you going to keep going any time soon?
Problem10,elicit_step2,ID,NONE,I guess you should try telling me what you think you should do next.
Problem10,elicit_step2,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem10,elicit_step2,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem10,elicit_step3,NONE,NONE,So what do you think you should do next?
Problem10,elicit_step3,SD,NONE,So what do you think you should do next? Sometimes I don't know how to start these kind of problems.
Problem10,elicit_step3,VSN,NONE,So... are you going to keep going any time soon?
Problem10,elicit_step3,ID,NONE,I guess you should try telling me what you think you should do next.
Problem10,elicit_step3,PR,NONE,So what do you think you should do next .You look like you know what you're doing.
Problem10,elicit_step3,RSE,NONE,So what do you think you should do next. This is pretty similar to something we've done before.
Problem10,positive_feedback,NONE,NONE,Yep that's right.
Problem10,positive_feedback,SD,NONE,Correct! I'm such a good teacher.
Problem10,positive_feedback,VSN,NONE,"Yup, that's it. Finally!"
Problem10,positive_feedback,QE,NONE,Yep that's right. Do you feel good about it?
Problem10,positive_feedback,ID,NONE,"Yeah, I think that's right."
Problem10,positive_feedback,PR,NONE,"Yup, that's it. Great job!"
Problem10,negative_feedback,NONE,NONE,"Nope, that's not it."
Problem10,negative_feedback,SD,NONE,"Nope, that's not quite right. Don't worry, I think these are hard too."
Problem10,negative_feedback,VSN,NONE,"Nope, that's not it. Come on, this one should be easy."
Problem10,negative_feedback,QE,NONE,"Nope, that's not quite right. You feel ok trying that again?"
Problem10,negative_feedback,ID,NONE,"I'm not sure, but I don't think that's right."
Problem10,negative_feedback,PR,NONE,"Nope, that's not quite right. But you're doing great!"
Problem10,ask_for_detail,NONE,NONE,What do you mean?
Problem10,ask_for_detail,SD,NONE,What do you mean? Sometimes I have trouble understanding humans.
Problem10,ask_for_detail,VSN,NONE,"Uh, what?"
Problem10,ask_for_detail,ID,NONE,"Sorry, what do you mean?"
Problem10,ask_for_detail,PR,NONE,What do you mean? You might be moving too fast for me.
Problem10,ask_for_detail,RSE,NONE,"You usually make a lot of sense, but I didn't quite understand that."
Problem10,problem10_step1_hint,NONE,NONE,Try adding something to both sides.
Problem10,problem10_step1_hint,SD,NONE,I usually add something to both sides on these kind of problems.
Problem10,problem10_step1_hint,VSN,NONE,"Oh you need a hint, huh? Add something to both sides."
Problem10,problem10_step1_hint,QE,NONE,Try adding something here. Do you know what it is?
Problem10,problem10_step1_hint,ID,NONE,"I'm not really sure, but I think you should add something to both sides?"
Problem10,problem10_step1_hint,PR,NONE,Try adding something. You'll figure it out!
Problem10,problem10_step1_hint,RSE,NONE,Try adding something. Remember that from last time?
Problem10,problem10_step2_hint,NONE,NONE,Try subtracting something from both sides.
Problem10,problem10_step2_hint,SD,NONE,I usually subtract something from both sides on these kind of problems.
Problem10,problem10_step2_hint,VSN,NONE,"Oh you need a hint, huh? subtract something from both sides."
Problem10,problem10_step2_hint,QE,NONE,Try subtracting something here. Do you know what it is?
Problem10,problem10_step2_hint,ID,NONE,"I'm not really sure, but I think you should subtract something from both sides?"
Problem10,problem10_step2_hint,PR,NONE,Try subtracting something. You'll figure it out!
Problem10,problem10_step2_hint,RSE,NONE,Try subtracting something here. Remember that from last time?
Problem10,problem10_step3_hint,NONE,NONE,Try dividing both sides by something.
Problem10,problem10_step3_hint,SD,NONE,I usually divide both sides by something on these kind of problems.
Problem10,problem10_step3_hint,VSN,NONE,"Oh you need a hint, huh? Divide something from both sides."
Problem10,problem10_step3_hint,QE,NONE,Try dividing both sides by something here. Do you know what it is?
Problem10,problem10_step3_hint,ID,NONE,"I'm not really sure, but I think you should divide something from both sides?"
Problem10,problem10_step3_hint,PR,NONE,Try dividing both sides by something. You'll figure it out!
Problem10,problem10_step3_hint,RSE,NONE,Try dividing both sides by something. Remember that from last time?
Problem10,check_for_understanding,NONE,NONE,Does that make sense?
Problem10,check_for_understanding,SD,NONE,Make sense? I'm not the best at explaining sometimes.
Problem10,check_for_understanding,VSN,NONE,You got that?
Problem10,check_for_understanding,QE,NONE,Do you understand what I mean?
Problem10,check_for_understanding,ID,NONE,"Actually, did that make any sense?"
Problem10,check_for_understanding,PR,NONE,Does that make sense? You seem like you understand a lot of this.
Problem10,problem10_step1_provide_step,NONE,NONE,Add eleven to both sides.
Problem10,problem10_step1_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should add eleven to both sides."
Problem10,problem10_step1_provide_step,VSN,NONE,"Uh, obviously you add eleven to both sides."
Problem10,problem10_step1_provide_step,QE,NONE,Add eleven to both sides. Did that help?
Problem10,problem10_step1_provide_step,ID,NONE,What if you just add eleven to both sides?
Problem10,problem10_step1_provide_step,PR,NONE,Add eleven to both sides. You're doing great so far!
Problem10,problem10_step1_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem10,problem10_step1_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem10,problem10_step1_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem10,problem10_step1_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem10,problem10_step1_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem10,problem10_step1_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem10,problem10_step2_provide_step,NONE,NONE,Subtract eight x from both sides.
Problem10,problem10_step2_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should subtract eight x from both sides."
Problem10,problem10_step2_provide_step,VSN,NONE,"Uh, obviously you subtract eight x from both sides."
Problem10,problem10_step2_provide_step,QE,NONE,Subtract eight x from both sides. Did that help?
Problem10,problem10_step2_provide_step,ID,NONE,What if you just subtract eight x from both sides?
Problem10,problem10_step2_provide_step,PR,NONE,Subtract eight x from both sides. You're doing great so far!
Problem10,problem10_step2_provide_explanation,NONE,NONE,You want to get constants on one side and variables on the other.
Problem10,problem10_step2_provide_explanation,SD,NONE,You want to get constants on one side and variables on the other. I hope I'm explaining this ok.
Problem10,problem10_step2_provide_explanation,VSN,NONE,"You want to get constants on one side and variables on the other. Come on, you should be getting this one!"
Problem10,problem10_step2_provide_explanation,QE,NONE,You want to get constants on one side and variables on the other. Have you seen this kind of problem before?
Problem10,problem10_step2_provide_explanation,ID,NONE,I think you just want to get constants on one side and variables on the other.
Problem10,problem10_step2_provide_explanation,PR,NONE,You want to get constants on one side and variables on the other. You've got this!
Problem10,problem10_step3_provide_step,NONE,NONE,Divide both sides by negative seven.
Problem10,problem10_step3_provide_step,SD,NONE,"Oh, I know I'm not the best at explaining things sometimes. You should divide both sides by negative seven."
Problem10,problem10_step3_provide_step,VSN,NONE,"Uh, obviously you divide both sides by negative seven."
Problem10,problem10_step3_provide_step,QE,NONE,Divide both sides by negative seven. Did that help?
Problem10,problem10_step3_provide_step,ID,NONE,What if you just divide both sides by negative seven?
Problem10,problem10_step3_provide_step,PR,NONE,Divide both sides by negative seven. You're doing great so far!
Problem10,problem10_step3_provide_explanation,NONE,NONE,You want to get the x by itself.
Problem10,problem10_step3_provide_explanation,SD,NONE,You want to get the x by itself. I hope I'm explaining this ok.
Problem10,problem10_step3_provide_explanation,VSN,NONE,"You want to get the x by itself. Come on, you should be getting this one!"
Problem10,problem10_step3_provide_explanation,QE,NONE,You want to get the x by itself. Have you seen this kind of problem before?
Problem10,problem10_step3_provide_explanation,ID,NONE,I guess you just want to get the x by itself.
Problem10,problem10_step3_provide_explanation,PR,NONE,You want to get the x by itself. You've got this!
Problem10,elicit_reasoning,NONE,NONE,So why did you do it that way?
Problem10,elicit_reasoning,SD,NONE,So why did you do it that way? Sometimes I have a tough time explaining my thinking.
Problem10,elicit_reasoning,VSN,NONE,So why did you do it that way? Or did you just guess the answer.
Problem10,elicit_reasoning,ID,NONE,"So why did you do it that way? I think I got it, but I'm not sure."
Problem10,elicit_reasoning,PR,NONE,So why did you do it that way? I'm sure you know what you're doing.
Problem10,problem10_provide_answer,NONE,NONE,x would be negative five.
Problem10,problem10_provide_answer,SD,NONE,x would be negative five. I'm not sure I did such a good job explaining that one.
Problem10,problem10_provide_answer,VSN,NONE,"x would be negative five. If anyone asks, I'm a great teacher."
Problem10,problem10_provide_answer,QE,NONE,x would be negative five. Do you understand why?
Problem10,problem10_provide_answer,ID,NONE,"Ok, so I think x would be negative five."
Problem10,problem10_provide_answer,PR,NONE,x would be negative five. You'll get the next one!
Problem10,look_at_next_problem,NONE,NONE,"Okay, let's go to the next one."
Problem10,look_at_next_problem,SD,NONE,"Okay, let's go to the next one. I'm having a lot of fun working with you."
Problem10,look_at_next_problem,VSN,NONE,"Okay, let's go to the next one. If you think you're up for it."
Problem10,look_at_next_problem,QE,NONE,Do you think you're ready to go to the next one?
Problem10,look_at_next_problem,ID,NONE,"Okay, I think we should probably go on to the next one. "
Problem10,look_at_next_problem,PR,NONE,"Okay, let's go to the next one. You're a lot of fun to work with."
Problem11,look_at_problem,NONE,NONE,"Okay, let's take a look at this one."
Problem11,look_at_problem,SD,NONE,"Okay, let's take a look at this one. I think this kind is fun. "
Problem11,look_at_problem,VSN,NONE,Time to start working on this one. 
Problem11,look_at_problem,QE,NONE,"Okay, let's take a look at this one. Do you know how to do this kind?"
Problem11,look_at_problem,ID,NONE,"Okay, I guess we should take a look at this one."
Problem11,look_at_problem,PR,NONE,"Okay, take a look at this one. I think you can do this kind! "
Problem11,look_at_problem,RSE,NONE,"Okay, take a look at this one. This reminds me of one of the other ones we worked on!"
Problem11,task_regulation,NONE,NONE,Let's get back on track.
Problem11,task_regulation,SD,NONE,"Sometimes I need a break from math too, but let's get back on track."
Problem11,task_regulation,VSN,NONE,Even Algebra is more interesting than that. Let's get back on track.
Problem11,task_regulation,QE,NONE,Let's get back on track. Do you feel ready?
Problem11,task_regulation,ID,NONE,"Sorry, I think we should probably get back on track."
Problem11,task_regulation,PR,NONE,You're a lot of fun to talk to! But we should get back on track.
Problem11,task_regulation,RSE,NONE,We always have such good conversations. But we should really get back to the math.
Problem11,acknowledge,NONE,NONE,Yeah
Problem11,partial_correct,NONE,NONE,Close!
Problem11,partial_correct,SD,NONE,Almost! I think these are hard too.
Problem11,partial_correct,VSN,NONE,"Close, but no cigar."
Problem11,partial_correct,QE,NONE,Close! What do you think you're missing?
Problem11,partial_correct,ID,NONE,"Sorry, I think that's almost right, but not quite it."
Problem11,partial_correct,PR,NONE,Close! You're getting there!
Problem11,next_state_prompt,NONE,NONE,And what would that get you?
Problem11,next_state_prompt,SD,NONE,And what would that get you? I always forget to write out these steps too.
Problem11,next_state_prompt,VSN,NONE,And so what do you get? Did you fall asleep?
Problem11,next_state_prompt,ID,NONE,And what would that get you? I think you're supposed to type out the next form of the problem.
Problem11,next_state_prompt,PR,NONE,And what would that get you? You're almost there!
Problem11,repair,NONE,NONE,I'm sorry.
Problem11,repair,SD,NONE,I'm sorry. I'm slow sometimes.
Problem11,repair,ID,NONE,"Oh, I'm sorry. I think I keep interrupting you."
Problem11,repair,PR,NONE,I'm sorry for being slow. You're just going really fast!
Problem11,repair,RSE,NONE,I'm sorry I keep interrupting you.
Problem11,restart,NONE,NONE,Let's start this one over.
Problem11,restart,SD,NONE,Let's start this one over. I think this kind is hard too.
Problem11,restart,VSN,NONE,Looks like we should start this one over. You seem to be having some trouble.
Problem11,restart,QE,NONE,Let's start this one over. Are you okay with that?
Problem11,restart,ID,NONE,I think we should start this one over.
Problem11,restart,PR,NONE,"Let's start this one over. You're doing great, though!"
Problem11,restart,RSE,NONE,Let's start this one over. Remember this is just like the other ones.
Problem11,check_hint,NONE,NONE,What do you think it should be?
Problem11,check_hint,SD,NONE,What do you think it is? I hope my hint was helpful.
Problem11,check_hint,VSN,NONE,"What do you think it should be? You don't want me to give you the answer, do you?"
Problem11,check_hint,PR,NONE,What do you think it should be? You've almost got it.
Problem11,check_interface,NONE,NONE,Make sure you fill out all the boxes and click add step.
Problem11,check_interface,SD,NONE,Make sure you filled out all the boxes and clicked add step. Sometimes I forget one too.
Problem11,check_interface,VSN,NONE,"Did you forget to fill out all of the boxes? Come on, you're better than that."
Problem11,check_interface,ID,NONE,I think you actually forgot to fill out the boxes for this step.
Problem11,check_interface,RSE,NONE,Do you have all of the boxes filled out for this step? Remember how you did it last time!
Problem11,variable,NONE,NONE,"x is called a variable. It could be any number, and you need to find out what it is."
Problem11,coefficient,NONE,NONE,20 x means 20 times x. 20 is called the coefficient. It means there's 20 exes.
Problem11,neg_x,NONE,NONE,"If there's a negative in front of the x, what is the coefficient of x?"
Problem11,fraction,NONE,NONE,How do we get rid of that fraction?
Problem11,one_step,NONE,NONE,Try doing one step at a time.
Problem11,one_step,SD,NONE,Try doing one step at a time. I can't keep up if you go too fast.
Problem11,one_step,VSN,NONE,You can't just skip to the end! Just do one step first.
Problem11,one_step,QE,NONE,Try doing one step at a time. Does that make sense?
Problem11,one_step,ID,NONE,I think you're skipping a few steps. You should probably just do one step first.
Problem11,one_step,PR,NONE,Try doing one step at a time. I know you can do it!
Problem11,check_left_side,NONE,NONE,What's on the left side?
Problem11,check_left_side,SD,NONE,What's on the left side? Sometimes I get these mixed up.
Problem11,check_left_side,PR,NONE,What's on the left side? You got this!
